epoch,split,label,hypo,hyper,katz,sat
39,train_pos,1,bracelet,accessory,0.0,0.550035297870636
39,train_pos,1,catfish,fish,0.0,0.5316247344017029
39,train_pos,1,pork,meat,0.0,0.5618999004364014
39,train_pos,1,tuba,brass instrument,0.0,0.5290474891662598
39,train_pos,1,accordion,keyboard instrument,0.0,0.5438292026519775
39,train_pos,1,spruce,tree,0.0,0.5662309527397156
39,train_pos,1,hoodie,upper body clothing,0.0,0.6302647590637207
39,train_pos,1,office building,commercial building,0.0,0.5865554213523865
39,train_pos,1,necklace,accessory,0.0,0.5500447154045105
39,train_pos,1,pigeon,bird,0.0,0.5542702674865723
39,train_pos,1,whale,mammal,0.0,0.5594708323478699
39,train_pos,1,bracken,fern,0.0,0.5193692445755005
39,train_pos,1,elephant,mammal,0.0,0.5589866638183594
39,train_pos,1,apple tree,tree,0.0,0.5846144556999207
39,train_pos,1,alligator,reptile,0.0,0.5765601992607117
39,train_pos,1,carp,fish,0.0,0.5317835807800293
39,train_pos,1,bicycle,road vehicle,0.0,0.5622288584709167
39,train_pos,1,barrel cactus,cactus,0.0,0.5295970439910889
39,train_pos,1,headwear,clothing,0.0,0.636893093585968
39,train_pos,1,keyboard instrument,instrument,0.0,0.5449745059013367
39,train_pos,1,birch,tree,0.0,0.5751994848251343
39,train_pos,1,clavichord,keyboard instrument,0.0,0.5256400108337402
39,train_pos,1,clarinet,woodwind,0.0,0.5705515146255493
39,train_pos,1,upper body clothing,clothing,0.0,0.5723269581794739
39,train_pos,1,daisy,flowering plant,0.0,0.5720889568328857
39,train_pos,1,jacket,upper body clothing,0.0,0.5632197260856628
39,train_pos,1,butterfly,insect,0.0,0.6071343421936035
39,train_pos,1,educational building,building,0.0,0.5506547689437866
39,train_pos,1,gecko,reptile,0.0,0.5765007138252258
39,train_pos,1,shovel,gardening tool,0.0,0.5225860476493835
39,train_pos,1,tape measure,measuring tool,0.0,0.5658754110336304
39,train_pos,1,cedar,tree,0.0,0.5848663449287415
39,train_pos,1,tomato,vegetable,0.0,0.6105746626853943
39,train_pos,1,organ,keyboard instrument,0.0,0.5511033535003662
39,train_pos,1,space shuttle,spacecraft,0.0,0.5891914367675781
39,train_pos,1,residential building,building,0.0,0.5579214096069336
39,train_pos,1,cucumber,vegetable,0.0,0.6351800560951233
39,train_pos,1,helicopter,aircraft,0.0,0.5501288771629333
39,train_pos,1,pants,lower body clothing,0.0,0.5211422443389893
39,train_pos,1,pasta,grain product,0.0,0.6203403472900391
39,train_pos,1,sheep,mammal,0.0,0.5588207840919495
39,train_pos,1,chisel,hand tool,0.0,0.5731784701347351
39,train_pos,1,harpsichord,keyboard instrument,0.0,0.5424380898475647
39,train_pos,1,piccolo,woodwind,0.0,0.5707978010177612
39,train_pos,1,library,educational building,0.0,0.5043498873710632
39,train_pos,1,truck,road vehicle,0.0,0.5907630324363708
39,train_pos,1,animal,physical object,0.0,0.5498297810554504
39,train_pos,1,file,hand tool,0.0,0.5581316947937012
39,train_pos,1,footwear,clothing,0.0,0.560718297958374
39,train_pos,1,christmas cactus,cactus,0.0,0.5464110970497131
39,train_pos,1,grape,fruit,0.0,0.5902663469314575
39,train_pos,1,sausage,meat,0.0,0.5833754539489746
39,train_pos,1,monorail,rail vehicle,0.0,0.582404613494873
39,train_pos,1,ruler,measuring tool,0.0,0.5507227778434753
39,train_pos,1,industrial building,building,0.0,0.56191486120224
39,train_pos,1,potato,vegetable,0.0,0.6236101388931274
39,train_pos,1,zebra,mammal,0.0,0.5592519640922546
39,train_pos,1,bread,grain product,0.0,0.6205718517303467
39,train_pos,1,spacecraft,vehicle,0.0,0.5807992219924927
39,train_pos,1,probe,spacecraft,0.0,0.5895837545394897
39,train_pos,1,coat,upper body clothing,0.0,0.582538902759552
39,train_pos,1,apple,fruit,0.0,0.6004825234413147
39,train_pos,1,hand drill,hand tool,0.0,0.5832440853118896
39,train_pos,1,piano,keyboard instrument,0.0,0.5331407189369202
39,train_pos,1,beanie,headwear,0.0,0.6737183332443237
39,train_pos,1,cymbals,percussion instrument,0.0,0.577096700668335
39,train_pos,1,dessert,food,0.0,0.5639064311981201
39,train_pos,1,cello,string instrument,0.0,0.5688443779945374
39,train_pos,1,cream,dairy product,0.0,0.6045048832893372
39,train_pos,1,fly,insect,0.0,0.5715746283531189
39,train_pos,1,lower body clothing,clothing,0.0,0.5366412401199341
39,train_pos,1,screwdriver,hand tool,0.0,0.5653138756752014
39,train_pos,1,shirt,upper body clothing,0.0,0.572730541229248
39,train_pos,1,pudding,dessert,0.0,0.5362991690635681
39,train_pos,1,pie,dessert,0.0,0.5529636740684509
39,train_pos,1,shorts,lower body clothing,0.0,0.49466079473495483
39,train_pos,1,bird,animal,0.0,0.5393608212471008
39,train_pos,1,taxi,road vehicle,0.0,0.5905942916870117
39,train_pos,1,micrometer,measuring tool,0.0,0.558899998664856
39,train_pos,1,trumpet,brass instrument,0.0,0.5490709543228149
39,train_pos,1,sneakers,footwear,0.0,0.5471045970916748
39,train_pos,1,canoe,watercraft,0.0,0.5960756540298462
39,train_pos,1,willow,tree,0.0,0.585139811038971
39,train_pos,1,mallet,hand tool,0.0,0.5521306395530701
39,train_pos,1,belt,accessory,0.0,0.566440224647522
39,train_pos,1,english horn,woodwind,0.0,0.5612494945526123
39,train_pos,1,string instrument,instrument,0.0,0.5547993183135986
39,train_pos,1,saxophone,woodwind,0.0,0.5572072863578796
39,train_pos,1,leggings,lower body clothing,0.0,0.49462297558784485
39,train_pos,1,high heels,footwear,0.0,0.5567441582679749
39,train_pos,1,tortoise,reptile,0.0,0.5670790672302246
39,train_pos,1,tree,plant,0.0,0.5626221895217896
39,train_pos,1,airliner,aircraft,0.0,0.5628730654716492
39,train_pos,1,pine,tree,0.0,0.5599877834320068
39,train_pos,1,sweater,upper body clothing,0.0,0.5678362250328064
39,train_pos,1,percussion instrument,instrument,0.0,0.559982180595398
39,train_pos,1,trout,fish,0.0,0.5482435822486877
39,train_pos,1,ice cream,dessert,0.0,0.5302578806877136
39,train_pos,1,tree fern,fern,0.0,0.5388872027397156
39,train_pos,1,cabbage,vegetable,0.0,0.6342356204986572
39,train_pos,1,pepper,vegetable,0.0,0.6107956767082214
39,train_pos,1,harp,string instrument,0.0,0.5552658438682556
39,train_pos,1,tuna,fish,0.0,0.5486151576042175
39,train_pos,1,bungalow,residential building,0.0,0.5424914956092834
39,train_pos,1,mosque,religious building,0.0,0.5513064861297607
39,train_pos,1,motorcycle,road vehicle,0.0,0.5905930995941162
39,train_pos,1,car,road vehicle,0.0,0.5804625153541565
39,train_pos,1,pear,fruit,0.0,0.5757769346237183
39,train_pos,1,power tool,tool,0.0,0.5532187223434448
39,train_pos,1,gardening tool,tool,0.0,0.5373241305351257
39,train_pos,1,slippers,footwear,0.0,0.5298775434494019
39,train_pos,1,space station,spacecraft,0.0,0.6137429475784302
39,train_pos,1,maidenhair fern,fern,0.0,0.5391183495521545
39,train_pos,1,gloves,accessory,0.0,0.562615156173706
39,train_pos,1,utility knife,hand tool,0.0,0.6747046709060669
39,train_pos,1,caliper,measuring tool,0.0,0.5361616611480713
39,train_pos,1,marimba,percussion instrument,0.0,0.5382872819900513
39,train_pos,1,bamboo,grass,0.0,0.5459873080253601
39,train_pos,1,commercial building,building,0.0,0.5710629224777222
39,train_pos,1,ukulele,string instrument,0.0,0.5594280362129211
39,train_pos,1,villa,residential building,0.0,0.5680935382843018
39,train_pos,1,beef,meat,0.0,0.5834298729896545
39,train_pos,1,milk,dairy product,0.0,0.6378583312034607
39,train_pos,1,ant,insect,0.0,0.6071298122406006
39,train_pos,1,flamingo,bird,0.0,0.5479234457015991
39,train_pos,1,saguaro,cactus,0.0,0.5194193720817566
39,train_pos,1,cottage,residential building,0.0,0.5586013793945312
39,train_pos,1,insect,animal,0.0,0.5759688019752502
39,train_pos,1,oboe,woodwind,0.0,0.5611905455589294
39,train_pos,1,skirt,lower body clothing,0.0,0.521285891532898
39,train_pos,1,mango,fruit,0.0,0.5817588567733765
39,train_pos,1,dog,mammal,0.0,0.5590370893478394
39,train_pos,1,cookie,dessert,0.0,0.5623047351837158
39,train_pos,1,hawk,bird,0.0,0.5562099814414978
39,train_pos,1,gong,percussion instrument,0.0,0.577075183391571
39,train_pos,1,warehouse,industrial building,0.0,0.5442389249801636
39,train_pos,1,t-shirt,upper body clothing,0.0,0.5672252774238586
39,train_pos,1,owl,bird,0.0,0.547446608543396
39,train_pos,1,church,religious building,0.0,0.5636440515518188
39,train_pos,1,jigsaw,power tool,0.0,0.5246399641036987
39,train_pos,1,bass drum,percussion instrument,0.0,0.5644262433052063
39,train_pos,1,butter,dairy product,0.0,0.6153435111045837
39,train_pos,1,flute,woodwind,0.0,0.5302802920341492
39,train_pos,1,vehicle,physical object,0.0,0.5574904084205627
39,train_pos,1,fruit,food,0.0,0.5941952466964722
39,train_pos,1,spirit level,measuring tool,0.0,0.5502249598503113
39,train_pos,1,jeans,lower body clothing,0.0,0.4812966585159302
39,train_pos,1,watercraft,vehicle,0.0,0.575323224067688
39,train_pos,1,rose,flowering plant,0.0,0.5611181855201721
39,train_pos,1,factory,industrial building,0.0,0.5629920363426208
39,train_pos,1,lander,spacecraft,0.0,0.5937079191207886
39,train_pos,1,eagle,bird,0.0,0.5477765798568726
39,train_pos,1,violin,string instrument,0.0,0.5587676763534546
39,train_pos,1,blouse,upper body clothing,0.0,0.5675516724586487
39,train_pos,1,food,physical object,0.0,0.5639297962188721
39,train_pos,1,grasshopper,insect,0.0,0.6071807742118835
39,train_pos,1,cornet,brass instrument,0.0,0.51938796043396
39,train_pos,1,violet,flowering plant,0.0,0.591765820980072
39,train_pos,1,banjo,string instrument,0.0,0.5427818894386292
39,train_pos,1,pliers,hand tool,0.0,0.573336660861969
39,train_pos,1,xylophone,percussion instrument,0.0,0.5678402185440063
39,train_pos,1,parrot,bird,0.0,0.54597008228302
39,train_pos,1,tie,accessory,0.0,0.5612174868583679
39,train_pos,1,trowel,gardening tool,0.0,0.48987993597984314
39,train_pos,1,biplane,aircraft,0.0,0.5710709691047668
39,train_pos,1,spinach,vegetable,0.0,0.6117830872535706
39,train_pos,1,sitar,string instrument,0.0,0.5690967440605164
39,train_pos,1,turtle,reptile,0.0,0.5459162592887878
39,train_pos,1,power drill,power tool,0.0,0.5382059216499329
39,train_pos,1,monkey,mammal,0.0,0.5502477884292603
39,train_pos,1,angle grinder,power tool,0.0,0.5542391538619995
39,train_pos,1,iguana,reptile,0.0,0.5513916611671448
39,train_pos,1,onion,vegetable,0.0,0.5985538959503174
39,train_pos,1,sander,power tool,0.0,0.5649024844169617
39,train_pos,1,mandolin,string instrument,0.0,0.5555042624473572
39,train_pos,1,beetle,insect,0.0,0.5971015691757202
39,train_pos,1,boots,footwear,0.0,0.5567108988761902
39,train_pos,1,cheese,dairy product,0.0,0.6155629754066467
39,train_pos,1,cow,mammal,0.0,0.5188892483711243
39,train_pos,1,wrench,hand tool,0.0,0.5654163956642151
39,train_pos,1,shark,fish,0.0,0.5464947819709778
39,train_pos,1,euphonium,brass instrument,0.0,0.5323631763458252
39,train_pos,1,daffodil,flowering plant,0.0,0.5915940403938293
39,train_pos,1,broccoli,vegetable,0.0,0.623944878578186
39,train_pos,1,lettuce,vegetable,0.0,0.6336871385574341
39,train_pos,1,dolphin,mammal,0.0,0.5592344403266907
39,train_pos,1,cardigan,upper body clothing,0.0,0.5565573573112488
39,train_pos,1,rail vehicle,vehicle,0.0,0.5621088147163391
39,train_pos,1,recorder,woodwind,0.0,0.5453140139579773
39,train_pos,1,fir,tree,0.0,0.5749606490135193
39,train_pos,1,cake,dessert,0.0,0.533647894859314
39,train_pos,1,brownie,dessert,0.0,0.5624653697013855
39,train_pos,1,pruning shears,gardening tool,0.0,0.5224863290786743
39,train_pos,1,submarine,watercraft,0.0,0.6193457841873169
39,train_pos,1,lawn grass,grass,0.0,0.5330535173416138
39,train_pos,1,woodwind,instrument,0.0,0.5542324185371399
39,train_pos,1,sunflower,flowering plant,0.0,0.5820247530937195
39,train_pos,1,flugelhorn,brass instrument,0.0,0.5581235289573669
39,train_pos,1,brass instrument,instrument,0.0,0.5553635954856873
39,train_pos,1,shoes,footwear,0.0,0.5298172235488892
39,train_pos,1,coach,road vehicle,0.0,0.5801518559455872
39,train_pos,1,carrot,vegetable,0.0,0.6242401599884033
39,train_pos,1,physical object,entity,0.0,0.5508394837379456
39,train_pos,1,cathedral,religious building,0.0,0.557178258895874
39,train_pos,1,yogurt,dairy product,0.0,0.6275501251220703
39,train_pos,1,guitar,string instrument,0.0,0.5429577231407166
39,train_pos,1,scooter,road vehicle,0.0,0.5754629373550415
39,train_pos,1,banana,fruit,0.0,0.6005197763442993
39,train_pos,1,sandals,footwear,0.0,0.5469601154327393
39,train_pos,1,chicken,meat,0.0,0.575860857963562
39,train_pos,1,orchid,flowering plant,0.0,0.572245717048645
39,train_pos,1,strawberry,fruit,0.0,0.5758610367774963
39,train_pos,1,shopping mall,commercial building,0.0,0.5768042206764221
39,train_pos,1,poppy,flowering plant,0.0,0.5731784701347351
39,train_pos,1,van,road vehicle,0.0,0.6007867455482483
39,train_pos,1,freight train,rail vehicle,0.0,0.537136435508728
39,train_pos,1,dairy product,food,0.0,0.5971285700798035
39,train_pos,1,cactus,plant,0.0,0.5460346937179565
39,train_pos,1,hoe,gardening tool,0.0,0.5045765042304993
39,train_pos,1,synthesizer,keyboard instrument,0.0,0.5114158987998962
39,train_pos,1,rake,gardening tool,0.0,0.5048583149909973
39,train_pos,1,orange,fruit,0.0,0.600286066532135
39,train_pos,1,trombone,brass instrument,0.0,0.5582471489906311
39,train_pos,1,grass,plant,0.0,0.5557765364646912
39,train_pos,1,prickly pear,cactus,0.0,0.5469244718551636
39,train_pos,1,measuring tool,tool,0.0,0.5497497916221619
39,train_pos,1,wheatgrass,grass,0.0,0.5330430269241333
39,train_pos,1,kayak,watercraft,0.0,0.5961305499076843
39,train_pos,1,vegetable,food,0.0,0.6041564345359802
39,train_pos,1,french horn,brass instrument,0.0,0.548591136932373
39,train_pos,1,crocodile,reptile,0.0,0.5603846907615662
39,train_pos,1,train,rail vehicle,0.0,0.5146713256835938
39,train_pos,1,penguin,bird,0.0,0.5288745164871216
39,train_pos,1,accessory,clothing,0.0,0.5582672953605652
39,train_pos,1,horse,mammal,0.0,0.5328356027603149
39,train_pos,1,reed,grass,0.0,0.5393512845039368
39,train_pos,1,school,educational building,0.0,0.5035035610198975
39,train_pos,1,goat,mammal,0.0,0.5495812296867371
39,train_pos,1,cherry tree,tree,0.0,0.5535503029823303
39,train_pos,1,grain product,food,0.0,0.6027743220329285
39,train_pos,1,lily,flowering plant,0.0,0.567194402217865
39,train_pos,1,religious building,building,0.0,0.5627638101577759
39,train_pos,1,lizard,reptile,0.0,0.5765057802200317
39,train_pos,1,apartment building,residential building,0.0,0.5425000190734863
39,train_pos,1,house,residential building,0.0,0.5521960854530334
39,train_pos,1,timpani,percussion instrument,0.0,0.5680831074714661
39,train_pos,1,circular saw,power tool,0.0,0.565127432346344
39,train_pos,1,university building,educational building,0.0,0.4908120334148407
39,train_pos,1,lion,mammal,0.0,0.5590968132019043
39,train_pos,1,double bass,string instrument,0.0,0.5565632581710815
39,train_pos,1,turkey,meat,0.0,0.5685473680496216
39,train_pos,1,bass clarinet,woodwind,0.0,0.5452272891998291
39,train_pos,1,tool,physical object,0.0,0.5451112389564514
39,train_pos,1,ship,watercraft,0.0,0.6192318797111511
39,train_neg,0,jigsaw,nail gun,0.0,0.4822807013988495
39,train_neg,0,temple,synagogue,0.0,0.5000894069671631
39,train_neg,0,double bass,banjo,0.0,0.49860700964927673
39,train_neg,0,turkey,turkey,0.0,0.5128777027130127
39,train_neg,0,crocodile,snake,0.0,0.5028349757194519
39,train_neg,0,scarf,necklace,0.0,0.5042171478271484
39,train_neg,0,supermarket,supermarket,0.0,0.5027070045471191
39,train_neg,0,hoe,hoe,0.0,0.4482913911342621
39,train_neg,0,cap,beret,0.0,0.45002731680870056
39,train_neg,0,leggings,trousers,0.0,0.4410572946071625
39,train_neg,0,kiwi,strawberry,0.0,0.5270898938179016
39,train_neg,0,jeans,leggings,0.0,0.4281606078147888
39,train_neg,0,lander,rocket,0.0,0.5394124984741211
39,train_neg,0,carp,pike,0.0,0.4891658425331116
39,train_neg,0,horse,horse,0.0,0.47397303581237793
39,train_neg,0,store,shopping mall,0.0,0.5181171298027039
39,train_neg,0,mosque,cathedral,0.0,0.49446386098861694
39,train_neg,0,tuna,catfish,0.0,0.4904711842536926
39,train_neg,0,fly,bee,0.0,0.5300561785697937
39,train_neg,0,gloves,bracelet,0.0,0.5043004155158997
39,train_neg,0,physical object,clothing,0.0,0.5345168709754944
39,train_neg,0,parrot,owl,0.0,0.5045220255851746
39,train_neg,0,warehouse,warehouse,0.0,0.48701366782188416
39,train_neg,0,space shuttle,probe,0.0,0.5352022647857666
39,train_neg,0,physical object,tool,0.0,0.5490369200706482
39,train_neg,0,marimba,triangle,0.0,0.49689456820487976
39,train_neg,0,pork,lamb,0.0,0.5059748291969299
39,train_neg,0,cow,monkey,0.0,0.47613558173179626
39,train_neg,0,pine,pine,0.0,0.5045267939567566
39,train_neg,0,sandals,shoes,0.0,0.48696064949035645
39,train_neg,0,seagull,penguin,0.0,0.49188461899757385
39,train_neg,0,catfish,trout,0.0,0.4887561500072479
39,train_neg,0,tram,monorail,0.0,0.5344882011413574
39,train_neg,0,physical object,food,0.0,0.5559322834014893
39,train_neg,0,beret,hat,0.0,0.46196311712265015
39,train_neg,0,t-shirt,shirt,0.0,0.5234755873680115
39,train_neg,0,tuba,trumpet,0.0,0.48760589957237244
39,train_neg,0,bass drum,snare drum,0.0,0.5081708431243896
39,train_neg,0,ruler,ruler,0.0,0.4956246614456177
39,train_neg,0,guitar,guitar,0.0,0.4850318133831024
39,train_neg,0,mango,peach,0.0,0.5397164225578308
39,train_neg,0,rice,noodles,0.0,0.5297102928161621
39,train_neg,0,spinach,broccoli,0.0,0.572018563747406
39,train_neg,0,car,truck,0.0,0.5378919243812561
39,train_neg,0,lecture hall,school,0.0,0.44844362139701843
39,train_neg,0,rose,poppy,0.0,0.5108604431152344
39,train_neg,0,beanie,beret,0.0,0.4386778175830841
39,train_neg,0,lawn grass,wheatgrass,0.0,0.4800800681114197
39,train_neg,0,apartment building,cottage,0.0,0.498843252658844
39,train_neg,0,sweater,cardigan,0.0,0.5095608234405518
39,train_neg,0,ice cream,ice cream,0.0,0.47595521807670593
39,train_neg,0,tuba,tuba,0.0,0.47557130455970764
39,train_neg,0,angle grinder,power drill,0.0,0.49614274501800537
39,train_neg,0,cornet,euphonium,0.0,0.46322867274284363
39,train_neg,0,helicopter,airliner,0.0,0.49304553866386414
39,train_neg,0,salmon,carp,0.0,0.4905024468898773
39,train_neg,0,micrometer,spirit level,0.0,0.5035096406936646
39,train_neg,0,hotel,store,0.0,0.4894333779811859
39,train_neg,0,bracken,bracken,0.0,0.4641607999801636
39,train_neg,0,mallet,utility knife,0.0,0.65810626745224
39,train_neg,0,university building,library,0.0,0.43810442090034485
39,train_neg,0,jeans,shorts,0.0,0.428235799074173
39,train_neg,0,bicycle,scooter,0.0,0.5045946836471558
39,train_neg,0,bungalow,bungalow,0.0,0.48415660858154297
39,train_neg,0,mosque,church,0.0,0.4998556077480316
39,train_neg,0,tiger,cat,0.0,0.4929543435573578
39,train_neg,0,strawberry,grape,0.0,0.5332604646682739
39,train_neg,0,blouse,jacket,0.0,0.5152372121810913
39,train_neg,0,cathedral,church,0.0,0.5060040950775146
39,train_neg,0,train,monorail,0.0,0.5387018322944641
39,train_neg,0,lamb,pork,0.0,0.5154246091842651
39,train_neg,0,wheatgrass,lawn grass,0.0,0.4800511598587036
39,train_neg,0,penguin,penguin,0.0,0.4738869369029999
39,train_neg,0,lawn grass,bamboo,0.0,0.48233121633529663
39,train_neg,0,warehouse,power plant,0.0,0.4867958426475525
39,train_neg,0,chicken,beef,0.0,0.533700704574585
39,train_neg,0,mallet,mallet,0.0,0.5003266930580139
39,train_neg,0,bass clarinet,english horn,0.0,0.5014787316322327
39,train_neg,0,rake,rake,0.0,0.4487279951572418
39,train_neg,0,euphonium,euphonium,0.0,0.47562098503112793
39,train_neg,0,trowel,lawn mower,0.0,0.43585875630378723
39,train_neg,0,tie,belt,0.0,0.5179669260978699
39,train_neg,0,sneakers,slippers,0.0,0.4869384765625
39,train_neg,0,saguaro,barrel cactus,0.0,0.46359649300575256
39,train_neg,0,synthesizer,piano,0.0,0.462144672870636
39,train_neg,0,flute,bass clarinet,0.0,0.4720791280269623
39,train_neg,0,synthesizer,clavichord,0.0,0.4566463530063629
39,train_neg,0,physical object,plant,0.0,0.5539118647575378
39,train_neg,0,caliper,tape measure,0.0,0.4944561719894409
39,train_neg,0,lawn mower,shovel,0.0,0.4628484547138214
39,train_neg,0,rice,cereal,0.0,0.5351231694221497
39,train_neg,0,spirit level,spirit level,0.0,0.49448350071907043
39,train_neg,0,cheese,cream,0.0,0.5767742395401001
39,train_neg,0,maidenhair fern,bracken,0.0,0.48282960057258606
39,train_neg,0,saguaro,saguaro,0.0,0.4724632799625397
39,train_neg,0,wheatgrass,reed,0.0,0.4770573079586029
39,train_neg,0,sailboat,sailboat,0.0,0.5444501042366028
39,train_neg,0,cow,horse,0.0,0.46079179644584656
39,train_neg,0,pork,sausage,0.0,0.5200039744377136
39,train_neg,0,cream,yogurt,0.0,0.5657557249069214
39,train_neg,0,coach,taxi,0.0,0.537387490272522
39,train_neg,0,cake,pie,0.0,0.4906209707260132
39,train_neg,0,screwdriver,pliers,0.0,0.5227646231651306
39,train_neg,0,helicopter,glider,0.0,0.4927947223186493
39,train_neg,0,rocket,space shuttle,0.0,0.5348343253135681
39,train_neg,0,snake,snake,0.0,0.49328121542930603
39,train_neg,0,snare drum,xylophone,0.0,0.5104983448982239
39,train_neg,0,jigsaw,power drill,0.0,0.46739307045936584
39,train_neg,0,beanie,cap,0.0,0.4387720823287964
39,train_neg,0,pear,pear,0.0,0.5193132758140564
39,train_neg,0,bicycle,minibus,0.0,0.5189974308013916
39,train_neg,0,physical object,animal,0.0,0.5503859519958496
39,train_neg,0,plum,blueberry,0.0,0.5392402410507202
39,train_neg,0,pepper,tomato,0.0,0.5583820939064026
39,train_neg,0,penguin,flamingo,0.0,0.48755964636802673
39,train_neg,0,spruce,fir,0.0,0.524555504322052
39,train_neg,0,probe,space shuttle,0.0,0.5349946618080139
39,train_neg,0,wrench,chisel,0.0,0.522291362285614
39,train_neg,0,orchid,rose,0.0,0.5208812952041626
39,train_neg,0,cream,butter,0.0,0.5541800856590271
39,train_neg,0,monorail,train,0.0,0.5290512442588806
39,train_neg,0,turtle,turtle,0.0,0.4922701418399811
39,train_neg,0,rose,lily,0.0,0.5049774050712585
39,train_neg,0,physical object,vehicle,0.0,0.554595410823822
39,train_neg,0,school,school,0.0,0.44839146733283997
39,train_neg,0,power plant,warehouse,0.0,0.4898214638233185
39,train_neg,0,tomato,potato,0.0,0.5706144571304321
